video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,category_name
lxilGaX83gE,2017-12-15,My New Camera! Insta360 One Unboxing and First Look!,Technical Guruji,28,2017-12-14T07:32:51.000Z,272888,20316,995,3212,Science & Technology
29PYTYlFm9M,2017-12-15,संघ के दफ्तर में झाड़ू लगाने वाले नरेंद्र मोदी कैसे बने मुख्यमंत्री। Gujarat CM | Episode 16,The Lallantop,25,2017-12-13T06:03:04.000Z,131941,2578,262,234,News & Politics
pI12D2ZcGEw,2017-12-15,வாணி ராணி - VAANI RANI -  Episode 1443 - 14/12/2017,RadaanMedia,24,2017-12-14T16:30:01.000Z,294225,1554,310,209,Entertainment
-5x_xOCOl7Y,2017-12-15,आया गुजरात का एक्ज़िट पोल,Only News 24x7,25,2017-12-14T12:07:03.000Z,153158,1849,295,180,News & Politics
ufjhzCUq7ZU,2017-12-15,"ind vs sl odi 2017 ; 2nd ODI में ms dhoni ने तोड़ा ICC का Rule, 3rd odi से हो सकते है बाहर",NEGA NEWS,17,2017-12-14T10:30:02.000Z,156361,1177,372,99,Sports
3_FVKT-pfXE,2017-12-15,Uppum Mulakum│Flowers│EP# 496,Flowers Comedy,24,2017-12-14T11:03:48.000Z,267167,2170,184,407,Entertainment
zDKSr03AnHc,2017-12-15,"Aana Alaralodalaral Official Trailer | Vineeth Sreenivasan,Anu Sithara|Dileep Menon| Malayalam Movie",Malayalam Muzik247,10,2017-12-14T11:45:24.000Z,110562,3060,98,117,Music
GQQ5__5iUOk,2017-12-15,#ExitPoll2017 गुजरात में बीजेपी को 99 से 113 सीटों का अनुमान,Aaj Tak,25,2017-12-14T13:26:27.000Z,123677,587,208,83,News & Politics
h_67XloYXTc,2017-12-15,Will Smith Watched His Sons Jump Out of an Airplane,TheEllenShow,24,2017-12-14T14:00:26.000Z,577476,13739,294,594,Entertainment
nejf7ZD6rRg,2017-12-15,"వనితా రెడ్డి , శశిధర్ అరెస్ట్..! | Comedian Vijay Sai Wife Vanitha Reddy & Sasidhar Arrest..?",PlayEven,26,2017-12-14T09:50:17.000Z,42055,84,22,5,Howto & Style
VKGnphd9v6o,2017-12-15,Patas | 13th December 2017 | Full Episode 634 | ETV Plus,ETV Plus India,23,2017-12-13T17:05:02.000Z,301322,1461,188,0,Comedy
5AprOYRDHWk,2017-12-15,கள்ளக் காதலனை கணவனாக மாற்ற பெண் செய்த கொடுரம் காட்டி கொடுத்த மட்டன் சூப் ! tamil news,1 Minutes news,25,2017-12-13T16:43:24.000Z,282052,649,157,138,News & Politics
p1SFDjvLLbY,2017-12-15,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Ep 2359 - Coming Up Next,SAB TV,24,2017-12-13T18:24:10.000Z,118736,327,51,17,Entertainment
8vXpEMxVbJ8,2017-12-15,Gujarat Elections 2017: BJP surging ahead in Saurashtra-Kutch; likely to get 34 seats,ABP NEWS,22,2017-12-14T12:36:31.000Z,115621,472,143,91,People & Blogs
MLn_llHg9PA,2017-12-15,Bithiri Sathi On Trending News | MLA Roja Vs Bandla Ganesh | Teenmaar News | V6 News,V6 News Telugu,25,2017-12-14T16:20:31.000Z,362688,3395,270,341,News & Politics
HiAAgI0sy_I,2017-12-15,Kuladheivam SUN TV Episode - 798 (14-12-17),THIRU TV,24,2017-12-14T14:30:00.000Z,150265,599,159,23,Entertainment
1c1Ksfkv0yU,2017-12-15,YS Jagan fan held for death threat to Pawan Kalyan - TV9,TV9 Telugu,25,2017-12-14T11:50:21.000Z,195874,1685,1235,1250,News & Politics
JbiNh_dtqxM,2017-12-15,రోజాపై ఫైర్ అయిన వై ఎస్ జగన్ | Y S Jagan Fired On MLA Roja For Big News Big Debate Issue | GARAMCHAI,Garam Chai,24,2017-12-13T09:56:01.000Z,171012,702,173,132,Entertainment
htukLqYop6g,2017-12-15,Types of Room Mates | Types | Black Sheep,Black Sheep,24,2017-12-14T11:54:02.000Z,141571,10850,171,604,Entertainment
xiILTSKuCAc,2017-12-15,jayas aditya tattad tattad,Jayas Kumar,1,2017-12-13T18:27:27.000Z,515140,6476,378,1,Film & Animation
PZ5Rk0h-jUo,2017-12-15,Love U  (Full HD) |  Jatinder Dhiman & Deepak Dhillon | New Punjabi Songs 2017,Jass Records,10,2017-12-14T08:28:19.000Z,191125,7152,134,270,Music
20aZHly_zTY,2017-12-15,Nene Raju Nene Mantri Movie Highlight Scene | Rana Daggubati Powerful Warning | Kajal Aggarwal,Telugu Filmnagar,24,2017-12-14T08:25:05.000Z,227964,2948,73,9,Entertainment
FWOUCA5zIck,2017-12-15,"Sembarathi - Episode 42 - December 13, 2017 - Best Scene",zeetamil,24,2017-12-14T00:35:01.000Z,148937,437,61,43,Entertainment
3JH8QSXxbTc,2017-12-15,எனக்கு சீக்கிரமா தண்டனை கொடுங்க ! ஆடிப்போன நீதிபதி !! என்ன சொன்னான் தெரியுமா ?,Tamil Speedy,22,2017-12-13T13:06:40.000Z,286135,1972,239,284,People & Blogs
bK7iu0eTN2c,2017-12-15,FilterCopy | How To Wake Up Your Better Half | FC Practicals | Episode 2,FilterCopy,23,2017-12-14T09:20:43.000Z,282976,9657,2895,518,Comedy
Qo840lxDpoc,2017-12-15,"மனத்தை உருக்கும் வீடியோ ! ரோகித் 200 அடித்தாலும் தோனிதான் ஹீரோ !  Dhoni, MSD",2 Minutes News,25,2017-12-14T09:24:11.000Z,102969,2249,111,40,News & Politics
4ZjQQ9bpcMc,2017-12-15,Exit Poll सर्वे में BJP की बुरी तरीके से हार वही Congress भरी बहुमत से जीतते हुए,World Best News,25,2017-12-12T09:20:27.000Z,203526,1456,264,120,News & Politics
ax5RMteun4o,2017-12-15,2018ம் ஆண்டு உங்களுக்கு என்ன கிடைக்கும்,Whatsapp funny,24,2017-12-13T13:15:01.000Z,48781,208,35,31,Entertainment
Or0ykC7vvmc,2017-12-15,Nandini 13th Dec 2017,SunTV Tamil,22,2017-12-14T07:20:26.000Z,193338,1019,115,111,People & Blogs
9OArhHmSCIU,2017-12-15,"Kundali Bhagya - Episode 113  - December 14, 2017 - Preview",Ditto TV,24,2017-12-14T01:59:09.000Z,104530,425,24,22,Entertainment
FMxzXPOWKYk,2017-12-15,1921 | Vikram Bhatt | Karan Kundrra | TRAILER REACTION w/ Olena & Chuck!,jaby koay,24,2017-12-14T13:30:00.000Z,69058,1644,61,530,Entertainment
kMTl20tKOiA,2017-12-15,राष्ट्रवादीच्या व्यासपीठावर राज ठाकरेंचे भाषण;ऐकायला शरद पवार! Raj Thackeray on Sharad Pawar VIRAL,VIRAL IN  INDIA,22,2017-12-14T02:51:14.000Z,313229,3089,241,4,People & Blogs
JRolVtynz8g,2017-12-15,ജിഷയുടെ  അമ്മയുടെ  ആസ്‌തി  കേട്ടാൽ  ഞെട്ടും | Jisha's Mother's Luxurious Life Revealed |,a2z Media,24,2017-12-13T16:41:10.000Z,81042,193,48,26,Entertainment
YCtuljX2GFE,2017-12-15,"Made for Each Other I S2 EP-06 I Dhoni Jahaa, a group task! I Mazhavil Manorama",Mazhavil Manorama,24,2017-12-14T05:00:00.000Z,187059,772,129,440,Entertainment
xrxWNYdwF90,2017-12-15,Mp Patwari Exam Analysis 13 Dec 2nd shift and 1st shift,TAPOBHOOMI Classes,27,2017-12-13T21:52:40.000Z,59511,1028,97,3,Education
UAPBlI2f6ZU,2017-12-15,2017 ல் கொடூரமாக இறந்த தமிழ் சினிமா பிரபலங்கள் | Tamil Actors Death 2017,SOUTH FDFS,22,2017-12-13T17:15:26.000Z,61198,102,93,17,People & Blogs
zgRJBucGX-I,2017-12-15,"Tuzhat Jeev Rangala - तुझ्यात जीव रंगला - Episode 382  - December 14, 2017 - Preview",zeemarathi,24,2017-12-14T00:37:26.000Z,42335,106,10,1,Entertainment
2dk8TdyfEM4,2017-12-15,Types of Students On A Trip | MostlySane,MostlySane,23,2017-12-14T15:53:26.000Z,156017,14791,596,1122,Comedy
p99Qga6yq0k,2017-12-15,"Kundali Bhagya - कुंडली भाग्य - Episode 112 - December 13, 2017 - Best Scene",zeetv,24,2017-12-14T00:34:20.000Z,202405,671,92,39,Entertainment
1Sub7Pq0u_o,2017-12-15,"14 December, 2017 Prelim Booster Discussion, EPCA, Merchant discount rate, AIIB, IMT, UNWTO",only ias,27,2017-12-14T07:11:19.000Z,21490,0,0,0,Education
2_UdLrYZPYQ,2017-12-15,Dil Se Dil Tak - 13th December 2017 - दिल से दिल तक,Colors TV,24,2017-12-14T03:08:26.000Z,104967,335,45,13,Entertainment
T52-u-m-3NU,2017-12-15,Ranee | Full Ep 783 14th Dec 2017 | Odia Serial - TarangTV,Tarang TV,24,2017-12-14T14:34:38.000Z,38325,142,27,3,Entertainment
wfCmRAz1GzQ,2017-12-15,AMRAPALI DUBEY NEW MOVIE ( Full HD New 2017 ) Dinesh Lal Yadav Nirahua Superhit Bhojpuri Full Film,Wave Music - Bhojpuri Movies,1,2017-12-14T12:29:25.000Z,306045,622,236,61,Film & Animation
R6jeHZ18qxw,2017-12-15,14 December 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs HD,Study IQ education,27,2017-12-14T03:03:32.000Z,46963,2932,31,720,Education
K5houy6BSBU,2017-12-15,"Muddha Mandaram - Episode 954  - December 14, 2017 - Preview",zeetvtelugu,24,2017-12-14T00:35:40.000Z,88375,139,21,34,Entertainment
fFIg8WbeiUw,2017-12-15,Ronnie Singh - BARBAAD [Teaser] |Harman Buttar|Navi Firozpurwala|Art ATTACK|New Punjabi Song 2017,Art Attack Records,10,2017-12-12T13:45:13.000Z,57380,5386,6,18,Music
VBPPLZ9vI7E,2017-12-15,Hero Nani Fantastic Words About Sunil @ 2 countries  movie Audio Release,Yellow Pixel - Tollywood Updates - News,24,2017-12-13T16:52:49.000Z,204773,1733,40,0,Entertainment
Hu2kmL86K9k,2017-12-15,20 BEST DIYs FOR YOUR BEDROOM YOU CAN MAKE IN A MINUTE,5-Minute Crafts,26,2017-12-14T08:30:01.000Z,1301114,20368,1009,324,Howto & Style
hirWrQNzd9A,2017-12-15,திருச்செந்தூர் கோவில் இடிந்து பலி படுகாயம் Thiruchenthur Murugan எச்சரிக்கை,New Bharathi Studio,24,2017-12-14T06:42:55.000Z,25834,89,16,4,Entertainment
Wdy-YCw0syU,2017-12-15,"Glimpses of Aruvi | Arun Prabu | Bindhu Malini, Vedanth | Releasing on Dec 15th",Dream Warrior Pictures,1,2017-12-14T11:34:20.000Z,58398,1901,15,72,Film & Animation
rvWM5tI-XFU,2017-12-15,മമ്മൂട്ടിയെ കളിയാക്കിയ പാർവതിയെ വാരി അലക്കി സന്തോഷ് പണ്ഡിറ്റ് | Santhosh Pandit | Parvathy,First Show,24,2017-12-13T13:51:23.000Z,114076,1130,79,117,Entertainment
GPV_kxv20GI,2017-12-15,ಶಾಸ್ತ್ರೀ ಚಿತ್ರದ ಮಾನ್ಯಾ ಈಗ ಆಫೀಸ್ ನಲ್ಲಿ ಯಾವ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ ಗೊತ್ತಾ | Shastri Kannada Movie Actress,chandanavana,24,2017-12-14T03:59:58.000Z,84281,262,48,18,Entertainment
dTMQX8g6pAA,2017-12-15,Nenjam Marappathillai - 14th to 15th December 2017 - Promo,Vijay Television,24,2017-12-14T04:30:00.000Z,188701,682,42,119,Entertainment
pMgq5V-xV0o,2017-12-15,"పవన్ కళ్యాణ్ ని చంపేస్తా|Journalist Khrushchev Responds On Politicians, Media Vulgar Comments|AP24x7",AP24x7,25,2017-12-14T06:08:44.000Z,324382,1860,387,0,News & Politics
WeMGHzO5QZI,2017-12-15,हफ्ते में सिर्फ 1बार लगाया बाल इतने ज्यादा लम्बे हो गए की तंग आकर कटवाने पड़े Super Fast Hair Growth,Desi Tips hindi,26,2017-12-14T09:23:42.000Z,43034,348,60,16,Howto & Style
PsldHmrxEqw,2017-12-15,Trump Walks Back His Roy Moore Endorsement,The Late Show with Stephen Colbert,24,2017-12-14T08:35:00.000Z,1697140,27878,670,2027,Entertainment
ibLexE8oczQ,2017-12-15,కమెడియన్ విజయ్ సాయి భార్య అరెస్ట్ బయటపడ్డ అసలు నిజాలు | Comedian Vijay Sai Wife Arrest #9Roses Media,9Roses Media,24,2017-12-14T04:00:00.000Z,42802,77,17,9,Entertainment
mEBhYXiLYkI,2017-12-15,Ali Ali ( Full Song )  - Mika Singh - Music & Sound - Balaji Rao - Latest Hindi Songs 2017,Music & Sound,10,2017-12-13T10:24:17.000Z,789024,16529,344,1199,Music
H60ax6ajPL4,2017-12-15,எப்படி Sir இவளோ Colour!! Robo Shankar Funny speech | Bhaskar Oru Rascal Audio launch,Kolly Infos,24,2017-12-13T20:12:55.000Z,53118,316,14,8,Entertainment
FJ7F0oxwnak,2017-12-15,கணவனின் முகம் போல் காதலனின் முகத்தை மாற்றிய பெண்!,Suda Suda,25,2017-12-13T13:54:33.000Z,34586,129,18,21,News & Politics
kRcMkRTZQcY,2017-12-15,బండ్ల గణేష్ ని ఉతికేసిన వైసీపీ అభిమాని ! YCP FAN FIRES ON BANDLA GANESH |,News Express,25,2017-12-13T13:03:44.000Z,50135,992,197,306,News & Politics
QhaH1SZ3eqo,2017-12-15,"Iraiva is nice onscreen but shooting was TOUGH! : Sivakarthikeyan Interview, Velaikaran, Nayanthara",IndiaGlitz Tamil Movies | Interviews | Shooting Spot | Review | Gossip,24,2017-12-14T15:53:08.000Z,57064,2018,147,184,Entertainment
JUzlad-cQg4,2017-12-15,ഒടിയൻ ലുക്ക് കണ്ടു രജനികാന്ത് വിളിച്ചതിനെക്കുറിച്ചു സംവിധായകൻ | Rajinikanth called Mohanlal | Odiyan,Cinemakkaryam,24,2017-12-13T15:57:30.000Z,121502,969,96,127,Entertainment
3H3dmVhoy_I,2017-12-15,"Deivamagal Today Episode Review:  1414, 14/12/17 - Vinodhini Shows where is Manthra?",Trending Visuals,24,2017-12-14T16:08:42.000Z,39281,318,45,15,Entertainment
t9eBucK28nE,2017-12-15,"सोनिया गाँधी का ईमेल लीक, खुद तो फँसी ही, बाकि मंत्रियों को भी ले डूबी, Sonia Gandhi Email Leak",Prime Minister Narender Modi,25,2017-12-13T14:23:45.000Z,124800,2026,166,325,News & Politics
rmLsSDIRuKs,2017-12-15,లంబాడి ర‌ణ శంఖ‌రావం లైవ్..హైద‌రాబ‌ద్ స్టేడియం || Banjara Sankaravam Hyderabad || 3TV BANJARAA LIVE,3TV BANJARAA,24,2017-12-13T08:24:48.000Z,75739,954,67,69,Entertainment
UqiZ04j3EmU,2017-12-15,Haryanvi Webseries | ANDY KUNBA | Episode 5 : कानी भैंस || Deepak Mor Haryanvi Comedy 2017,Sonotek,10,2017-12-13T12:52:13.000Z,92974,943,102,206,Music
aWX1tpNB4kw,2017-12-15,Odiyan Teaser: Mohanlal’s Young New Look is Absolutely Stunning | Official | Shrikumar Menon,MovieDazzles,24,2017-12-13T09:17:50.000Z,77223,875,76,49,Entertainment
Rl4jV5orp0A,2017-12-15,தானாக இடியவில்லை திருச்செந்தூர் முருகன் கோவில் மண்டபம் - தமிழ் கடவுளை கோபமுற செய்த காரியம்,FLASH NEWS,25,2017-12-14T15:00:02.000Z,39318,44,76,8,News & Politics
CaI--yOpUY0,2017-12-15,"Daniel Bryan reveals SmackDown LIVE’s Superstars for the Mixed Match Challenge, beginning Jan. 16",WWE,17,2017-12-13T14:47:18.000Z,355523,9859,295,2269,Sports
fDSbZU8S044,2017-12-15,ఒరేయ్  బండ్ల గణేష్ అమ్మాయిల బ్రోకర్ నాకొడక | Roja Fans fires on Bandla Ganesh | Film Jalsa,Film Jalsa,24,2017-12-13T07:28:06.000Z,59774,687,440,215,Entertainment
h1gT0leGy_o,2017-12-15,कुम्भ राशि बनेगी करोड़पति 2018 में।वार्षिक राशिफल 2017।Yearly Horoscope 2018/AstroMitram,AstroMitram,22,2017-12-13T16:02:57.000Z,34127,496,44,37,People & Blogs
XWD8LngHjeU,2017-12-15,Bigg Boss 11: घरवालों को लगेगा सबसे बड़ा झटका ये Contestant होगा बेघर,NMF News,24,2017-12-13T10:06:49.000Z,80346,357,91,260,Entertainment
sZiF-VWbgeY,2017-12-15,"सुबह सुबह मन ही मन बोलें ये एक शब्द ! न बीमारी, न शत्रु, न तंगी, न दुख- 100% हर चीज़ होगी मुट्ठी में",Brijnaari Sumi,22,2017-12-14T01:00:02.000Z,35096,647,51,57,People & Blogs
bzjtqEtyhNI,2017-12-15,En Kanna paathu pesu - Ft Mirchi Raghvi & Mirchi Vijay,Radio Mirchi Tamil,24,2017-12-14T09:02:03.000Z,91023,6779,59,260,Entertainment
PPhhA9SoEdo,2017-12-15,ScoopWhoop: Annoying Things Comic Book Fans Are Tired Of Hearing,ScoopWhoop,10,2017-12-14T06:56:37.000Z,25056,1662,94,138,Music
aquJ2q21KXg,2017-12-15,Hina Khan SHOUTS On Shilpa Shinde For BAD COOKING | Bigg Boss 11 14th December 2017 Episode Update,TellyMasala,25,2017-12-14T11:42:50.000Z,116576,898,112,1495,News & Politics
xmXUhS-Yv0c,2017-12-15,Andamaina Jeevitham Movie Scenes - Dulquer Salman Gets Surprise - Dulquer Flirting With Anupama,Bhavani HD Movies,24,2017-12-14T10:30:01.000Z,24090,75,8,4,Entertainment
bp1fsKJIU54,2017-12-15,"Bhabi Ji Ghar Par Hain - भाबीजी घर पर हैं - Episode 729  - December 13, 2017 - Webisode",And TV,24,2017-12-14T00:41:10.000Z,54762,318,25,0,Entertainment
3cljaQ_RoAg,2017-12-15,Dwayne Johnson Is Having the Daughter Jack Black Wants,The Late Late Show with James Corden,24,2017-12-14T09:35:00.000Z,293965,5778,38,224,Entertainment
MvIwx0JThsk,2017-12-15,Taylor Swift - …Ready For It? (BloodPop® Remix)(Lyric Video),TaylorSwiftVEVO,10,2017-12-14T16:00:02.000Z,930349,115341,2614,7372,Music
hLO4kV8fY_Q,2017-12-15,పట్నం అచ్చిన గంగవ్వ ... సంగతి ఏందో మరి ...  Dethadi News || TV1,TV1,25,2017-12-13T15:48:10.000Z,190798,1604,209,0,News & Politics
2njhBV0Z30E,2017-12-15,LG V30+ Affordable?? | Surprise For You All,Sharmaji Technical,28,2017-12-13T07:26:03.000Z,130695,16224,252,10124,Science & Technology
Yp57o8nEw4A,2017-12-15,Kajal Aggarwal in Hindi Dubbed 2017 | Hindi Dubbed Movies 2017 Full Movie,Movie Mela,1,2017-12-14T07:30:00.000Z,232954,790,123,40,Film & Animation
5w3UxZbWe-M,2017-12-15,"Doug Jones Wins in Alabama; Moore, Bannon and Trump Lose: A Closer Look",Late Night with Seth Meyers,23,2017-12-14T02:00:01.000Z,1832360,23595,721,2178,Comedy
pungT-IGDcA,2017-12-15,బాబాకి ఇష్టమైన గురువారం ఈ పాటలు వింటే బాబా మీ ఇంటి తలుపు తడతాడు || Shirdi Sai Baba Devotional Songs,Natural HealthCare,26,2017-12-13T23:30:01.000Z,99443,519,98,160,Howto & Style
cS2jgCUvok8,2017-12-15,Dr PAL - Dr Pal | Web Series | GYM BODY | Episode 02 | SakkathStudio,SAKKATH STUDIO,43,2017-12-13T13:41:35.000Z,30128,0,0,109,
lZ6h-wSPzMM,2017-12-15,Current Affairs Live 2.0 | 14 December 2017 | करंट अफेयर्स लाइव 2.0 | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,2017-12-14T03:37:55.000Z,21693,1263,17,73,Education
dw08WCOaZwk,2017-12-15,Aruvi Review | Aditi Balan | Arun Prabu Purushothaman | S R Prabhu | Selfie Review,Selfie Review,1,2017-12-14T15:46:41.000Z,29086,1382,18,264,Film & Animation
J3b0WiLjwVQ,2017-12-15,ஆர்.கே.நகரில் தி.மு.க. முன்னிலை! லேட்டஸ்ட் ரிப்போர்ட்! R.K.NAGAR BYELECTION DMK AND ADMK...,UNIVERSE T.V.,22,2017-12-13T11:20:43.000Z,71180,216,202,61,People & Blogs
stO99uGSqos,2017-12-16,"Hyper Aadi, Raijing Raju Performance | Jabardasth | 14th December 2017  | ETV  Telugu",ETV Jabardasth,22,2017-12-14T19:38:31.000Z,1681856,9331,1251,566,People & Blogs
qUnUoxa8Bww,2017-12-16,Bhangre Wala Gana (ਭੰਗੜੇ ਵਾਲਾ ਗਾਣਾ) - Gagan Wadali | Latest Punjabi Song 2017 | Ramaz Music,Ramaz Music,10,2017-12-15T05:00:06.000Z,686945,9396,96,145,Music
9VAZ0WCTrGk,2017-12-16,"Balloon - Official Trailer | Jai, Anjali | Janani Iyer | Yuvan Shankar Raja | Sinish",Auraa Cinemas,1,2017-12-15T12:29:10.000Z,505392,20200,1074,910,Film & Animation
H1J5jCVKE14,2017-12-16,నిహారికతో ప్రభాస్ పెళ్లి!...చిరంజీవిని కలిసిన కృష్ణంరాజు | Prabhas to marry girl from Mega family,Tollywood Nagar,24,2017-12-15T05:48:13.000Z,482505,1569,1211,0,Entertainment
kNXZvShByPA,2017-12-16,ప్రభాస్ నిహారిక పెళ్లి పై స్పందించిన చిరంజీవి | Chiranjeevi Reacted On Prabhas Niharika Marriage,Garam Chai,24,2017-12-15T12:56:30.000Z,364185,1140,337,164,Entertainment
pV42vOPP41s,2017-12-16,Virat Kohli Anushka Sharma post First Honeymoon Picture |वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिन्दी,25,2017-12-15T09:11:38.000Z,319532,1358,196,53,News & Politics
FqAJKJlexE8,2017-12-16,മലപ്പുറത്തെ യുവാവ് ചൈനക്കാരന്റെ വീഡിയോ തട്ടിപ്പ് പൊളിക്കുന്നു | Malayalam Film News,Malayali Live,24,2017-12-15T07:35:19.000Z,492523,5497,244,344,Entertainment
n39LjU5ldcw,2017-12-16,KUNBA DHARME KA | EPISODE 41: पोरी लेगी .. | Mukesh Dahiya Comedy Webseries | DAHIYA FILMS,DAHIYA FILMS,24,2017-12-15T07:30:14.000Z,369018,5741,497,386,Entertainment
TKvGxz_icuo,2017-12-16,Udan Panam l ' Love beyond disabilities' l Mazhavil Manorama,Mazhavil Manorama,24,2017-12-15T09:47:22.000Z,198785,6992,23,369,Entertainment
uSK88LGouEo,2017-12-16,సుధాకర్ రెడ్డి అస్థిపంజరం..Swathi Family Photo s| Swathi Casu | Rajesh Sudhkar Reddy,Gavva Media,24,2017-12-15T06:18:26.000Z,83977,55,158,20,Entertainment
G5STtCZUEMg,2017-12-16,నిహారికతో ప్రభాస్ పెళ్లి సంతోషంలో రెండు కుటుంబాలు || Prabhas Marriage With Niharika #9Roses Media,9Roses Media,24,2017-12-15T10:35:50.000Z,321994,1032,473,292,Entertainment
Rif8pd3TZGQ,2017-12-16,"Hardik Patel के Exit Poll में जीत रही है Congress, 100 से ज्यादा Seats मिलने का अनुमान",News Express,25,2017-12-15T07:10:10.000Z,112815,782,106,87,News & Politics
wCQw-ZLzht8,2017-12-16,TYPES OF PEOPLE AT A RESTAURANT | Hasley India,Hasley India,23,2017-12-15T12:39:21.000Z,356696,22813,604,1654,Comedy
f0VA3xyt2pM,2017-12-16,"Yemaali  Movie Trailer 2k  | VZ Dhorai | Samuthirakani, Athulya Ravi, Sam Jones | TrendMusic",Trend Music,10,2017-12-15T03:30:01.000Z,452584,8864,576,191,Music
GTfrEHtPryo,2017-12-16,Son Of Abish feat. Kanan Gill & Sonakshi Sinha,Abish Mathew,23,2017-12-15T14:29:21.000Z,362223,10714,500,1149,Comedy
1hHvH8xQDKA,2017-12-16,OnePlus 5T Star Wars Limited Edition Unboxing and First Look *GIVEAWAY*,Technical Guruji,28,2017-12-15T07:28:33.000Z,446587,148132,1577,131842,Science & Technology
EGc1JGiF0fA,2017-12-16,Bandla Ganesh clarifies on comments on YCP Roja - TV9 Exclusive,TV9 Telugu,25,2017-12-15T13:01:46.000Z,445991,2865,1443,3366,News & Politics
r4X3ehjy-mg,2017-12-16,Mugamoodi Epi03 | Kumari Athiyayam | Madras Central,Madras Central,24,2017-12-15T11:27:36.000Z,320530,30621,269,1554,Entertainment
kpjKbaZQJKU,2017-12-16,Bollywood Reaction on Akshay Kumar’s PADMAN Trailer,Crazy 4 Bollywood,24,2017-12-15T10:12:56.000Z,123482,4261,168,686,Entertainment
eiDiKwbGfIY,2017-12-16,Ed Sheeran - Perfect Symphony (with Andrea Bocelli),Ed Sheeran,10,2017-12-15T08:12:39.000Z,5988303,532887,5522,22643,Music
yR1OwH_gmiI,2017-12-16,"Okka Ammayi Thappa Full Movie - 2017 Latest Telugu Full Movie - Sundeep Kishan, Nithya Menon",Bhavani HD Movies,24,2017-12-12T04:53:26.000Z,482235,2782,295,235,Entertainment
y75ZeXSOb5Q,2017-12-16,Pove Pora | 14th  December 2017 | Full Episode 22 | ETV Plus,ETV Plus India,23,2017-12-14T17:00:27.000Z,691476,5622,589,1274,Comedy
v54s0UxkJaI,2017-12-16,"Pove Pora Latest Promo - 21st December 2017 - Poove Poora Show - Sudheer ,Vishnu Priya",mallemalatv,24,2017-12-15T11:08:18.000Z,296528,2882,151,227,Entertainment
H57MO6wVHM0,2017-12-16,Naa Peru Meenakshi | 15th   December 2017  | Full Episode No 905| ETV Telugu,etvteluguindia,24,2017-12-15T16:32:07.000Z,134524,552,121,110,Entertainment
Dc5SbL9O36Y,2017-12-16,EIC: The Trump and Kim Jong Un Song,East India Comedy,23,2017-12-15T14:00:00.000Z,106150,9274,370,446,Comedy
x99CPHuwWho,2017-12-16,"Ravish Kumar Prime Time , on Gujarat Exit Polls ( Part-2 , 14 December 2017)",Voice of Dissent,25,2017-12-14T16:49:55.000Z,185471,1870,343,484,News & Politics
ifwaHnf32e8,2017-12-16,Big Boss 11 - Salman Slams Hina Khan Because of her Tap Water Fight woth Shilpa Shinde,10 DEGREE INDIAN FACTS,24,2017-12-15T09:54:42.000Z,311295,2190,714,2272,Entertainment
QfhW2iqCvqw,2017-12-16,Uppum Mulakum│Flowers│EP# 497,Flowers Comedy,24,2017-12-15T07:30:37.000Z,289261,2904,194,603,Entertainment
8qxqvYCEJt0,2017-12-16,స్వాతి భర్త లేని సమయం లో రాజేష్ వాళ్ళ ఇంటికి వెళ్లి ఏం చేసేవాడో చెప్పాడు !| Swathi Nagarkurnool,Tollywood Central,24,2017-12-15T07:59:06.000Z,55418,85,46,1,Entertainment
_whY-cy3vz4,2017-12-16,வாணி ராணி - VAANI RANI -  Episode 1444 - 15/12/2017,RadaanMedia,24,2017-12-15T16:30:00.000Z,289859,1526,274,193,Entertainment
eJ8rWDRCS0g,2017-12-16,ராஜஸ்தானில் ஜாலி வாழ்க்கை வாழ்ந்த திருடன் நாதுராம்- வீடியோ,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,2017-12-15T07:08:23.000Z,73211,271,28,10,News & Politics
WE0Bq-1cw8s,2017-12-16,Amar Sajalpuria: Yaari Te Jugaad (Full Song) | Preet Hundal | New Punjabi Songs 2017,T-Series Apna Punjab,10,2017-12-15T04:31:00.000Z,705124,16304,505,800,Music
tZ5sEAG4ty0,2017-12-16,Kapil Sharma's Stand Up Comedy - The Kapil Sharma Show,SET India,24,2017-12-15T12:30:01.000Z,251968,2767,185,118,Entertainment
K674LKBUukk,2017-12-16,R.I.P. The Internet,The Late Show with Stephen Colbert,24,2017-12-15T08:44:20.000Z,1668147,32948,1213,3910,Entertainment
L05sXhdGVZU,2017-12-16,ఫోన్ లో విజయన్ ని బెదిరించిన వనిత | Vanitha Reddy Warns Comedian Vijay Sai | Leaked Phone Cal,PlayEven,26,2017-12-15T11:33:12.000Z,44963,51,21,2,Howto & Style
2Iw-m9LjnIs,2017-12-16,సుధాకర్ రెడ్డి హత్యకు ప్లాన్ వేసింది స్వాతినే: రాజేష్ | Nagarkurnool | TV5 News,TV5 News,25,2017-12-15T08:39:58.000Z,111825,156,54,26,News & Politics
